id,y_true,y_pred,absolute_procentage_error
15569,950000.0,909379.75,4.275815789473684
27219,250000.0,290674.46875,16.2697875
24308,850000.0,404231.40625,52.44336397058823
17664,999900.0,1119954.625,12.006663166316631
18422,1610000.0,1448576.125,10.026327639751553
15281,1300000.0,1532909.25,17.916096153846155
12086,150000.0,144764.671875,3.49021875
25013,1880000.0,1731547.625,7.896402925531914
10477,2450000.0,2292456.5,6.430346938775511
18897,260000.0,322934.625,24.205625
17970,355000.0,426929.46875,20.26182218309859
7698,940000.0,862242.1875,8.272107712765958
1901,999370.0,1179070.625,17.981390776189
3580,1720000.0,1425923.625,17.097463662790698
20984,389700.0,356329.90625,8.563021234282783
12281,670000.0,630565.5,5.885746268656717
4036,3499000.0,3355202.25,4.109681337525007
8879,1255000.0,1185758.625,5.517241035856574
5676,1000000.0,1021583.5625,2.15835625
19639,1699000.0,2062924.5,21.419923484402588
15569,950000.0,909379.75,4.275815789473684
15569,950000.0,909379.75,4.275815789473684
21739,1800000.0,2062769.0,14.598277777777776
15521,2050000.0,1948982.5,4.927682926829268
26308,850000.0,459316.3125,45.96278676470588
26308,850000.0,459316.3125,45.96278676470588
12895,1828000.0,1694336.0,7.312035010940919
24261,495000.0,450257.53125,9.038882575757576
2055,749000.0,643077.125,14.141905874499333
29,1015000.0,960611.8125,5.358442118226601
1866,2199500.0,1881632.75,14.451795862696068
1866,2199500.0,1881632.75,14.451795862696068
5763,950000.0,753567.0625,20.677151315789473
2496,479000.0,532937.375,11.260412317327766
5102,490000.0,372391.75,24.001683673469387
4393,1030000.0,947175.75,8.04118932038835
7456,1870000.0,1713172.375,8.386504010695187
15001,490000.0,481400.75,1.7549489795918367
12958,1299000.0,1413859.875,8.842176674364897
26664,2270000.0,2040044.125,10.13021475770925
18900,1499900.0,1442128.0,3.8517234482298823
15676,789000.0,745405.1875,5.525324778200254
20353,689200.0,630480.125,8.520005078351712
15578,690000.0,705631.75,2.2654710144927535
26056,3450000.0,3696471.25,7.14409420289855
9199,895000.0,1303482.875,45.64054469273743
19605,888550.0,869334.625,2.162554161273986
14602,2900000.0,1835487.25,36.70733620689655
23453,1550000.0,2032170.0,31.107741935483872
21713,1650000.0,1813994.0,9.939030303030304
14492,1180000.0,1276204.25,8.15290254237288
23353,1450000.0,1009308.125,30.392543103448276
4479,1650000.0,1894761.75,14.834045454545455
23025,3550000.0,3781746.25,6.52806338028169
14827,1200000.0,1148939.125,4.255072916666667
11866,2170000.0,1945916.375,10.326434331797236
6528,2500000.0,2274965.75,9.00137
8288,950000.0,1011169.5625,6.438901315789473
2838,1150000.0,797871.0,30.61991304347826
25647,3790999.0,3800372.75,0.24726332030158807
10092,1445000.0,963425.625,33.326946366782
13371,5118000.0,4464889.0,12.761059007424775
6888,1915000.0,2129426.0,11.197180156657964
19998,1100000.0,666278.0625,39.429267045454544
21594,529000.0,674976.5625,27.594813327032135
20287,930000.0,791702.6875,14.870678763440862
5908,1210000.0,1236866.25,2.220351239669421
1303,1200000.0,1206251.25,0.5209374999999999
2528,100000.0,115211.3671875,15.211367187499999
21998,1750000.0,1932903.0,10.4516
22635,999000.0,985438.6875,1.3574887387387387
24505,1882300.0,1451380.5,22.893242309939968
6377,550000.0,604555.9375,9.919261363636364
2929,1178950.0,1172999.75,0.5047075787777259
18805,175000.0,143148.796875,18.2006875
21594,529000.0,674976.5625,27.594813327032135
21594,529000.0,674976.5625,27.594813327032135
2270,610000.0,797938.75,30.809631147540983
17464,1950000.0,2202179.5,12.932282051282051
22966,895000.0,1035983.3125,15.752325418994415
3938,1949999.0,1977284.0,1.399231486785378
17960,689900.0,900300.0625,30.497182562690245
25688,798000.0,823732.25,3.2245927318295737
23580,1200000.0,1270089.625,5.840802083333333
13115,1700000.0,1149346.875,32.391360294117646
16190,1600000.0,1718187.25,7.386703125
16071,425000.0,416758.125,1.939264705882353
25172,1550000.0,1533652.125,1.0547016129032258
2194,900000.0,843473.25,6.28075
24147,2600000.0,2368771.0,8.893423076923076
9100,370000.0,391122.8125,5.708868243243243
17922,819000.0,677995.875,17.216620879120878
8178,1550000.0,1518275.75,2.046725806451613
18736,130008.0,162748.046875,25.183101712971514
16817,950000.0,1126077.5,18.534473684210525
24550,3180000.0,3758615.75,18.195463836477987
20217,135000.0,197616.765625,46.38278935185185
11836,989990.0,935741.6875,5.479682875584602
8919,4520000.0,4616260.0,2.129646017699115
24499,2522000.0,2439513.75,3.2706681205392543
20945,3199999.0,3215549.25,0.4859454643579576
6824,3390000.0,3345023.5,1.3267404129793512
2111,1284000.0,1290682.5,0.5204439252336448
2351,1240000.0,1280628.625,3.276502016129032
3256,1400000.0,1371740.75,2.0185178571428573
22762,995000.0,1112976.375,11.856922110552764
14183,1300000.0,1327309.5,2.1007307692307693
26794,575000.0,564248.5,1.8698260869565215
1303,1200000.0,1206251.25,0.5209374999999999
1303,1200000.0,1206251.25,0.5209374999999999
2254,1785000.0,1933188.625,8.3018837535014
17875,985000.0,939532.3125,4.616008883248731
10309,2180000.0,2311935.0,6.052064220183486
462,2650000.0,2841422.25,7.223481132075471
4684,998000.0,700898.125,29.769726953907817
15668,210000.0,209761.203125,0.11371279761904762
7088,2900000.0,3146712.5,8.507327586206896
10477,2450000.0,2292456.5,6.430346938775511
20650,2565000.0,2416891.75,5.774200779727096
4097,4297000.0,3599692.25,16.227781010006982
7918,2180000.0,2037156.875,6.552436926605505
7800,730000.0,432105.75,40.80743150684932
